IdDocumento,entrada,introduccion,planteamiento,objetivos,marco_teorico,desarrollo,resultado,conclusiones,referencias,Secciones presentes,diagnostivo
58,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
59,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,1,1,1,1,7,incompleto
60,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,0,1,0,0,5,incompleto
61,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
62,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,1,1,1,0,6,incompleto
63,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,1,0,0,1,5,incompleto
64,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,1,1,0,0,6,incompleto
65,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
66,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
67,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
68,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
69,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,0,1,0,5,incompleto
70,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,0,1,5,incompleto
71,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,1,1,7,incompleto
72,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio.,1,1,1,1,0,0,0,0,4,deficiente
73,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
74,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,1,1,0,0,1,1,5,incompleto
75,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,0,1,0,0,5,incompleto
76,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
77,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,0,1,0,0,5,incompleto
78,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,1,1,7,incompleto
79,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
80,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
81,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,0,1,7,incompleto
82,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,0,1,1,1,1,1,7,incompleto
83,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,0,0,1,0,4,deficiente
84,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,1,1,7,incompleto
85,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
86,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,1,1,6,incompleto
87,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,0,1,1,7,incompleto
88,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,0,1,0,5,incompleto
89,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
90,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,1,0,1,1,6,incompleto
91,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,0,1,1,1,0,0,1,0,4,deficiente
